	voice Midi Diff								present		 Best		Sec

printNotes: i=  1-<1116 2066 -950>,  	 D2 --  1/16th.( 49) <      > 	V 50 - M 32	=+18  %+36  	q= +1  %+2  	 0.284(80)<-----%36   %2

printNotes: i=  2-<2474 2746 -272>,  	 A2 --   half..(453) <-1*sela> 	V427 - M 32	=+395  %+93  	q=-26  %-6  	 2.473(80)<-----%93   %6

printNotes: i=  3-<2747 2746   1>,  	 A2 --   1/4th.(194) <      > 	V194 - M194	=  +  %+0  	q=  +  %+0  	 1.120(80)<-- same note
printNotes: i=  4-<1962 2746 -784>,  	 A2 --   1/16th( 32) <      > 	V 32 - M 32	=  +  %+0  	q=  +  %+0  	 0.180(80)<-- same note
printNotes: i=  5-<1945 2746 -801>,  	 A2 --   1/16th( 32) <      > 	V 32 - M 32	=  +  %+0  	q=  +  %+0  	 0.180(80)<-- same note
printNotes: i=  6-<2491 2815 -324>,  	Bb2 --   1/64th(  8) <      > 	V  8 - M 32	=-24  %-300  	q=  +  %+0  	 0.041(80)<-----%300   %0 <<

printNotes: i=  7-<2604 2746 -142>,  	 A2 --   1/4th.(194) <      > 	V194 - M194	=  +  %+0  	q=  +  %+0  	 1.120(80)
printNotes: i=  8-<2738 2746  -8>,  	 A2 --   1/16th( 32) <      > 	V 32 - M 32	=  +  %+0  	q=  +  %+0  	 0.180(80)<-- same note
printNotes: i=  9-<2752 2746   6>,  	 A2 --   1/16th( 32) <      > 	V 32 - M 32	=  +  %+0  	q=  +  %+0  	 0.180(80)<-- same note
printNotes: i= 10-<2257 2746 -489>,  	 A2 --    1/8th( 65) <      > 	V 74 - M194	=-120  %-162  	q= +9  %+12  	 0.424(80)<-- same note<-----%162   %12

printNotes: i= 11-<2749 2746   3>,  	 A2 --  1/32nd.( 24) <      > 	V 20 - M 20	=  +  %+0  	q= -4  %-20  	 0.110(80)<-- same note
printNotes: i= 12-<2766 2746  20>,  	 A2 --  1/32nd.( 24) <      > 	V 20 - M 20	=  +  %+0  	q= -4  %-20  	 0.110(80)<-- same note
printNotes: i= 13-<3004 3008  -4>,  	 C3 --   1/4th.(194) <      > 	V180 - M100	=+80  %+44  	q=-14  %-8  	 1.039(80)<-----%44   %8

printNotes: i= 14-<2825 2815  10>,  	Bb2 -- 1/64th..( 14) <      > 	V 14 - M 10	= +4  %+29  	q=  +  %+0  	 0.075(80)<-----%29   %0 <<

printNotes: i= 15-<2962 3008 -46>,  	 C3 --  1/64th.( 12) <      > 	V  9 - M 10	= -1  %-11  	q= -3  %-33  	 0.046(80)
printNotes: i= 16-<2822 2815   7>,  	Bb2 -- 1/32nd..( 28) <      > 	V 27 - M 20	= +7  %+26  	q= -1  %-4  	 0.151(80)<-----%26   %4

printNotes: i= 17-<2722 2746 -24>,  	 A2 --   1/32nd( 16) <      > 	V 16 - M 10	= +6  %+38  	q=  +  %+0  	 0.087(80)<-----%38   %0 <<

