0.000000000,0.0110284
0.005804989,0.0162396
0.011609977,0.0237565
0.017414966,0.0309311
0.023219955,0.0382471
0.029024943,0.0479801
0.034829932,0.0505647
0.040634921,0.0566616
0.046439909,0.0592788
0.052244898,0.0614473
0.058049887,0.0664498
0.063854875,0.0698605
0.069659864,0.0734595
0.075464853,0.077858
0.081269841,0.0808524
0.087074830,0.0895873
0.092879819,0.0931038
0.098684807,0.0985587
0.104489796,0.106453
0.110294785,0.109484
0.116099773,0.118378
0.121904762,0.121428
0.127709751,0.125007
0.133514739,0.128284
0.139319728,0.132188
0.145124717,0.133368
0.150929705,0.139189
0.156734694,0.143027
0.162539683,0.140324
0.168344671,0.141727
0.174149660,0.151003
0.179954649,0.157232
0.185759637,0.160259
0.191564626,0.164842
0.197369615,0.167354
0.203174603,0.175931
0.208979592,0.188763
0.214784580,0.196709
0.220589569,0.202939
0.226394558,0.203271
0.232199546,0.215396
0.238004535,0.228223
0.243809524,0.23785
0.249614512,0.243563
0.255419501,0.244789
0.261224490,0.24592
0.267029478,0.245561
0.272834467,0.250452
0.278639456,0.250643
0.284444444,0.245418
0.290249433,0.237235
0.296054422,0.229805
0.301859410,0.226139
0.307664399,0.228606
0.313469388,0.230317
0.319274376,0.228023
0.325079365,0.222414
0.330884354,0.220136
0.336689342,0.219543
0.342494331,0.224886
0.348299320,0.228891
0.354104308,0.228145
0.359909297,0.225697
0.365714286,0.222899
0.371519274,0.221145
0.377324263,0.221921
0.383129252,0.220164
0.388934240,0.210014
0.394739229,0.194231
0.400544218,0.177479
0.406349206,0.165691
0.412154195,0.157611
0.417959184,0.152641
0.423764172,0.135977
0.429569161,0.132106
0.435374150,0.134109
0.441179138,0.138625
0.446984127,0.140019
0.452789116,0.139265
0.458594104,0.138748
0.464399093,0.134634
0.470204082,0.137961
0.476009070,0.130901
0.481814059,0.12415
0.487619048,0.128318
0.493424036,0.140668
0.499229025,0.153279
0.505034014,0.164282
0.510839002,0.17243
0.516643991,0.181644
0.522448980,0.197156
0.528253968,0.212052
0.534058957,0.218824
0.539863946,0.2221
0.545668934,0.221699
0.551473923,0.21968
0.557278912,0.219333
0.563083900,0.222652
0.568888889,0.221686
0.574693878,0.219147
0.580498866,0.217113
0.586303855,0.213265
0.592108844,0.209714
0.597913832,0.210555
0.603718821,0.210598
0.609523810,0.205833
0.615328798,0.197067
0.621133787,0.188641
0.626938776,0.183147
0.632743764,0.186997
0.638548753,0.19054
0.644353741,0.192277
0.650158730,0.195526
0.655963719,0.195981
0.661768707,0.196784
0.667573696,0.196447
0.673378685,0.196886
0.679183673,0.191277
0.684988662,0.187562
0.690793651,0.187408
0.696598639,0.190401
0.702403628,0.19853
0.708208617,0.210073
0.714013605,0.222672
0.719818594,0.231935
0.725623583,0.243175
0.731428571,0.251952
0.737233560,0.255774
0.743038549,0.255956
0.748843537,0.254736
0.754648526,0.251553
0.760453515,0.24894
0.766258503,0.244585
0.772063492,0.238388
0.777868481,0.238504
0.783673469,0.237208
0.789478458,0.233857
0.795283447,0.229872
0.801088435,0.229883
0.806893424,0.227426
0.812698413,0.226503
0.818503401,0.230394
0.824308390,0.225976
0.830113379,0.219478
0.835918367,0.216215
0.841723356,0.210487
